thread_id,customer_text,customer_text_clean,brand_response,brand_response_clean,tweet_id,intent
1000083,@AmazonHelp I returned item 427000-2440905 two weeks ago and still no refund. This is ridiculous.,I returned item 427000-2440905 two weeks ago and still no refund. This is ridiculous.,Apologies for the delay -- I can confirm the return for 427000-2440905 was received and I've pushed the refund manually. It should reflect in 3-5 business days.,Apologies for the delay -- I can confirm the return for 427000-2440905 was received and I've pushed the refund manually. It should reflect in 3-5 business days.,1000083,refund_request
1000155,"@AmazonHelp I can't log into my account, keeps saying 'incorrect password' even after reset.","I can't log into my account, keeps saying 'incorrect password' even after reset.",That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,1000155,account_access
1000197,"Received 211444-8250736 today and it's clearly defective, won't power on at all.","Received 211444-8250736 today and it's clearly defective, won't power on at all.","That's disappointing, apologies. I've issued a replacement for 211444-8250736 and a prepaid label to send the defective one back whenever convenient.","That's disappointing, apologies. I've issued a replacement for 211444-8250736 and a prepaid label to send the defective one back whenever convenient.",1000197,product_defect
1000177,"@AmazonHelp I was charged twice for order 392618-1965134, please fix this.","I was charged twice for order 392618-1965134, please fix this.","Thanks for the heads up, that shouldn't happen. I've flagged 392618-1965134 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 392618-1965134 to billing and a corrected charge/refund is being processed now.",1000177,billing_issue
1000275,"@AmazonHelp worst customer service ever, nobody has responded about 887201-6675272 in 5 days. Lawyer is next.","worst customer service ever, nobody has responded about 887201-6675272 in 5 days. Lawyer is next.",I completely understand your frustration and I'm sorry we've let you down on 887201-6675272. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,I completely understand your frustration and I'm sorry we've let you down on 887201-6675272. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,1000275,complaint_escalation
1000189,"@AmazonHelp I was charged twice for order 427147-6117141, please fix this.","I was charged twice for order 427147-6117141, please fix this.","Thanks for the heads up, that shouldn't happen. I've flagged 427147-6117141 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 427147-6117141 to billing and a corrected charge/refund is being processed now.",1000189,billing_issue
1000205,"Received 876878-5288153 today and it's clearly defective, won't power on at all.","Received 876878-5288153 today and it's clearly defective, won't power on at all.","So sorry to hear that! I've set up a free replacement for 876878-5288153, no need to wait for the return -- it ships today.","So sorry to hear that! I've set up a free replacement for 876878-5288153, no need to wait for the return -- it ships today.",1000205,product_defect
1000127,"@AmazonHelp how do I return item 670795-8029864, wrong size arrived.","how do I return item 670795-8029864, wrong size arrived.","No problem! Go to Your Orders > 670795-8029864 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.","No problem! Go to Your Orders > 670795-8029864 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.",1000127,return_request
1000033,"@AmazonHelp courier left my 141111-2302255 package in the rain, everything inside is ruined.","courier left my 141111-2302255 package in the rain, everything inside is ruined.","That's not okay, thank you for letting us know. I've opened an investigation for 141111-2302255 with the carrier and issued a reshipment.","That's not okay, thank you for letting us know. I've opened an investigation for 141111-2302255 with the carrier and issued a reshipment.",1000033,delivery_issue
1000233,"@AmazonHelp need to cancel order 132674-1702329 ASAP, hasn't shipped yet right?","need to cancel order 132674-1702329 ASAP, hasn't shipped yet right?",Cancelled! Order 132674-1702329 hadn't shipped yet so it's been stopped and you won't be charged.,Cancelled! Order 132674-1702329 hadn't shipped yet so it's been stopped and you won't be charged.,1000233,cancellation
1000119,"@AmazonHelp how do I return item 674919-3197544, wrong size arrived.","how do I return item 674919-3197544, wrong size arrived.","No problem! Go to Your Orders > 674919-3197544 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.","No problem! Go to Your Orders > 674919-3197544 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.",1000119,return_request
1000183,Why does my card show a charge for 575816-1193715 that's way more than what I was quoted at checkout?,Why does my card show a charge for 575816-1193715 that's way more than what I was quoted at checkout?,"Thanks for the heads up, that shouldn't happen. I've flagged 575816-1193715 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 575816-1193715 to billing and a corrected charge/refund is being processed now.",1000183,billing_issue
1000121,"@AmazonHelp how do I return item 207764-9834563, wrong size arrived.","how do I return item 207764-9834563, wrong size arrived.",Sorry about that mix-up. You can start a free return for 207764-9834563 from Your Orders -- happy to send you the direct link if it's not showing.,Sorry about that mix-up. You can start a free return for 207764-9834563 from Your Orders -- happy to send you the direct link if it's not showing.,1000121,return_request
1000059,Order 291200-5408156 says delivered but there's nothing on my porch. Ring camera shows no one came.,Order 291200-5408156 says delivered but there's nothing on my porch. Ring camera shows no one came.,"I'm so sorry about that! I've started a replacement for order 291200-5408156 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.","I'm so sorry about that! I've started a replacement for order 291200-5408156 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.",1000059,delivery_issue
1000211,"Received 567480-1060779 today and it's clearly defective, won't power on at all.","Received 567480-1060779 today and it's clearly defective, won't power on at all.","That's disappointing, apologies. I've issued a replacement for 567480-1060779 and a prepaid label to send the defective one back whenever convenient.","That's disappointing, apologies. I've issued a replacement for 567480-1060779 and a prepaid label to send the defective one back whenever convenient.",1000211,product_defect
1000241,"Please cancel 364444-2249063, ordered by mistake.","Please cancel 364444-2249063, ordered by mistake.",Got it! I've submitted a cancellation for 364444-2249063 -- if it hasn't entered the shipping process it'll be stopped automatically and refunded in full.,Got it! I've submitted a cancellation for 364444-2249063 -- if it hasn't entered the shipping process it'll be stopped automatically and refunded in full.,1000241,cancellation
1000257,"@AmazonHelp this is the THIRD time I've been ignored about order 190024-8934703. Absolutely done, filing a BBB complaint.","this is the THIRD time I've been ignored about order 190024-8934703. Absolutely done, filing a BBB complaint.",I completely understand your frustration and I'm sorry we've let you down on 190024-8934703. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,I completely understand your frustration and I'm sorry we've let you down on 190024-8934703. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,1000257,complaint_escalation
1000255,"@AmazonHelp need to cancel order 588529-8823872 ASAP, hasn't shipped yet right?","need to cancel order 588529-8823872 ASAP, hasn't shipped yet right?",Got it! I've submitted a cancellation for 588529-8823872 -- if it hasn't entered the shipping process it'll be stopped automatically and refunded in full.,Got it! I've submitted a cancellation for 588529-8823872 -- if it hasn't entered the shipping process it'll be stopped automatically and refunded in full.,1000255,cancellation
1000141,"Locked out of my account for two days now, reset emails aren't arriving. Please help.","Locked out of my account for two days now, reset emails aren't arriving. Please help.","Sorry for the trouble! Please check your spam folder for the reset email, and make sure you're using the email tied to the account. DM us if it still fails and we'll escalate to account security.","Sorry for the trouble! Please check your spam folder for the reset email, and make sure you're using the email tied to the account. DM us if it still fails and we'll escalate to account security.",1000141,account_access
1000171,"@AmazonHelp I was charged twice for order 385129-1664179, please fix this.","I was charged twice for order 385129-1664179, please fix this.","Thanks for the heads up, that shouldn't happen. I've flagged 385129-1664179 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 385129-1664179 to billing and a corrected charge/refund is being processed now.",1000171,billing_issue
1000139,"@AmazonHelp I can't log into my account, keeps saying 'incorrect password' even after reset.","I can't log into my account, keeps saying 'incorrect password' even after reset.",That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,1000139,account_access
1000185,"@AmazonHelp I was charged twice for order 751903-3168032, please fix this.","I was charged twice for order 751903-3168032, please fix this.","Sorry about that! I can see the duplicate charge on 751903-3168032 -- I've submitted a refund for the extra charge, it'll drop off in 3-5 business days.","Sorry about that! I can see the duplicate charge on 751903-3168032 -- I've submitted a refund for the extra charge, it'll drop off in 3-5 business days.",1000185,billing_issue
1000173,Why does my card show a charge for 959598-8084249 that's way more than what I was quoted at checkout?,Why does my card show a charge for 959598-8084249 that's way more than what I was quoted at checkout?,"Thanks for the heads up, that shouldn't happen. I've flagged 959598-8084249 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 959598-8084249 to billing and a corrected charge/refund is being processed now.",1000173,billing_issue
1000131,"@AmazonHelp I can't log into my account, keeps saying 'incorrect password' even after reset.","I can't log into my account, keeps saying 'incorrect password' even after reset.",That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,1000131,account_access
1000031,@AmazonHelp any update on order 893919-6738744? Tracking hasn't moved in 3 days.,any update on order 893919-6738744? Tracking hasn't moved in 3 days.,Thanks for flagging this. Order 893919-6738744 is currently with the carrier -- tracking updates can lag up to 24h. We'll monitor it for you.,Thanks for flagging this. Order 893919-6738744 is currently with the carrier -- tracking updates can lag up to 24h. We'll monitor it for you.,1000031,order_status
1000237,"Please cancel 657259-5103030, ordered by mistake.","Please cancel 657259-5103030, ordered by mistake.",Cancelled! Order 657259-5103030 hadn't shipped yet so it's been stopped and you won't be charged.,Cancelled! Order 657259-5103030 hadn't shipped yet so it's been stopped and you won't be charged.,1000237,cancellation
1000017,Can someone tell me the status of 709851-4151952? Nothing on the tracking page.,Can someone tell me the status of 709851-4151952? Nothing on the tracking page.,"Hi, sorry for the wait! I can see order 709851-4151952 is out for delivery and should arrive by end of day. DM us if it doesn't show up.","Hi, sorry for the wait! I can see order 709851-4151952 is out for delivery and should arrive by end of day. DM us if it doesn't show up.",1000017,order_status
1000207,"Received 188588-7390135 today and it's clearly defective, won't power on at all.","Received 188588-7390135 today and it's clearly defective, won't power on at all.","So sorry to hear that! I've set up a free replacement for 188588-7390135, no need to wait for the return -- it ships today.","So sorry to hear that! I've set up a free replacement for 188588-7390135, no need to wait for the return -- it ships today.",1000207,product_defect
1000015,Can someone tell me the status of 666950-2976225? Nothing on the tracking page.,Can someone tell me the status of 666950-2976225? Nothing on the tracking page.,"Hi, sorry for the wait! I can see order 666950-2976225 is out for delivery and should arrive by end of day. DM us if it doesn't show up.","Hi, sorry for the wait! I can see order 666950-2976225 is out for delivery and should arrive by end of day. DM us if it doesn't show up.",1000015,order_status
1000285,"@AmazonHelp worst customer service ever, nobody has responded about 256148-5182974 in 5 days. Lawyer is next.","worst customer service ever, nobody has responded about 256148-5182974 in 5 days. Lawyer is next.",I completely understand your frustration and I'm sorry we've let you down on 256148-5182974. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,I completely understand your frustration and I'm sorry we've let you down on 256148-5182974. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,1000285,complaint_escalation
1000165,Why does my card show a charge for 680963-8695218 that's way more than what I was quoted at checkout?,Why does my card show a charge for 680963-8695218 that's way more than what I was quoted at checkout?,"Sorry about that! I can see the duplicate charge on 680963-8695218 -- I've submitted a refund for the extra charge, it'll drop off in 3-5 business days.","Sorry about that! I can see the duplicate charge on 680963-8695218 -- I've submitted a refund for the extra charge, it'll drop off in 3-5 business days.",1000165,billing_issue
1000025,@AmazonHelp any update on order 932967-4015985? Tracking hasn't moved in 3 days.,any update on order 932967-4015985? Tracking hasn't moved in 3 days.,"Hi, sorry for the wait! I can see order 932967-4015985 is out for delivery and should arrive by end of day. DM us if it doesn't show up.","Hi, sorry for the wait! I can see order 932967-4015985 is out for delivery and should arrive by end of day. DM us if it doesn't show up.",1000025,order_status
1000221,"@AmazonHelp item 377000-2505812 arrived broken, doesn't even turn on.","item 377000-2505812 arrived broken, doesn't even turn on.","That's disappointing, apologies. I've issued a replacement for 377000-2505812 and a prepaid label to send the defective one back whenever convenient.","That's disappointing, apologies. I've issued a replacement for 377000-2505812 and a prepaid label to send the defective one back whenever convenient.",1000221,product_defect
1000287,"@AmazonHelp worst customer service ever, nobody has responded about 430932-4185138 in 5 days. Lawyer is next.","worst customer service ever, nobody has responded about 430932-4185138 in 5 days. Lawyer is next.",I completely understand your frustration and I'm sorry we've let you down on 430932-4185138. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,I completely understand your frustration and I'm sorry we've let you down on 430932-4185138. I'm escalating this to a senior specialist right now who will DM you directly within the hour.,1000287,complaint_escalation
1000063,"@AmazonHelp courier left my 824035-9648511 package in the rain, everything inside is ruined.","courier left my 824035-9648511 package in the rain, everything inside is ruined.","I'm so sorry about that! I've started a replacement for order 824035-9648511 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.","I'm so sorry about that! I've started a replacement for order 824035-9648511 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.",1000063,delivery_issue
1000215,"@AmazonHelp item 328448-6982485 arrived broken, doesn't even turn on.","item 328448-6982485 arrived broken, doesn't even turn on.","So sorry to hear that! I've set up a free replacement for 328448-6982485, no need to wait for the return -- it ships today.","So sorry to hear that! I've set up a free replacement for 328448-6982485, no need to wait for the return -- it ships today.",1000215,product_defect
1000179,"@AmazonHelp I was charged twice for order 381986-1282389, please fix this.","I was charged twice for order 381986-1282389, please fix this.","Thanks for the heads up, that shouldn't happen. I've flagged 381986-1282389 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 381986-1282389 to billing and a corrected charge/refund is being processed now.",1000179,billing_issue
1000041,Order 706020-8476611 says delivered but there's nothing on my porch. Ring camera shows no one came.,Order 706020-8476611 says delivered but there's nothing on my porch. Ring camera shows no one came.,"That's not okay, thank you for letting us know. I've opened an investigation for 706020-8476611 with the carrier and issued a reshipment.","That's not okay, thank you for letting us know. I've opened an investigation for 706020-8476611 with the carrier and issued a reshipment.",1000041,delivery_issue
1000143,"@AmazonHelp I can't log into my account, keeps saying 'incorrect password' even after reset.","I can't log into my account, keeps saying 'incorrect password' even after reset.",That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,1000143,account_access
1000315,@AmazonHelp does the warranty on 477639-3111811 cover water damage?,does the warranty on 477639-3111811 cover water damage?,"Great question! Standard warranty on 477639-3111811 covers manufacturing defects, not water damage, but check if you added Extended Protection at checkout.","Great question! Standard warranty on 477639-3111811 covers manufacturing defects, not water damage, but check if you added Extended Protection at checkout.",1000315,general_inquiry
1000191,Why does my card show a charge for 624380-3984664 that's way more than what I was quoted at checkout?,Why does my card show a charge for 624380-3984664 that's way more than what I was quoted at checkout?,"Thanks for the heads up, that shouldn't happen. I've flagged 624380-3984664 to billing and a corrected charge/refund is being processed now.","Thanks for the heads up, that shouldn't happen. I've flagged 624380-3984664 to billing and a corrected charge/refund is being processed now.",1000191,billing_issue
1000193,"@AmazonHelp item 362614-1619907 arrived broken, doesn't even turn on.","item 362614-1619907 arrived broken, doesn't even turn on.","So sorry to hear that! I've set up a free replacement for 362614-1619907, no need to wait for the return -- it ships today.","So sorry to hear that! I've set up a free replacement for 362614-1619907, no need to wait for the return -- it ships today.",1000193,product_defect
1000347,"Shoutout to @AmazonHelp support for sorting out 799772-8118948 in like 10 minutes, appreciate it!","Shoutout to support for sorting out 799772-8118948 in like 10 minutes, appreciate it!","That means a lot, thank you for the kind words! Glad we could sort out 799772-8118948 quickly.","That means a lot, thank you for the kind words! Glad we could sort out 799772-8118948 quickly.",1000347,positive_feedback
1000097,"Need to send back 309629-9684536, it's not what I ordered. What's the process?","Need to send back 309629-9684536, it's not what I ordered. What's the process?",Sorry about that mix-up. You can start a free return for 309629-9684536 from Your Orders -- happy to send you the direct link if it's not showing.,Sorry about that mix-up. You can start a free return for 309629-9684536 from Your Orders -- happy to send you the direct link if it's not showing.,1000097,return_request
1000109,"Need to send back 188896-3011649, it's not what I ordered. What's the process?","Need to send back 188896-3011649, it's not what I ordered. What's the process?","No problem! Go to Your Orders > 188896-3011649 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.","No problem! Go to Your Orders > 188896-3011649 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.",1000109,return_request
1000027,@AmazonHelp my order 414834-9811335 still says 'preparing for shipment' after a week.,my order 414834-9811335 still says 'preparing for shipment' after a week.,Thanks for flagging this. Order 414834-9811335 is currently with the carrier -- tracking updates can lag up to 24h. We'll monitor it for you.,Thanks for flagging this. Order 414834-9811335 is currently with the carrier -- tracking updates can lag up to 24h. We'll monitor it for you.,1000027,order_status
1000213,"@AmazonHelp item 673648-6427998 arrived broken, doesn't even turn on.","item 673648-6427998 arrived broken, doesn't even turn on.","So sorry to hear that! I've set up a free replacement for 673648-6427998, no need to wait for the return -- it ships today.","So sorry to hear that! I've set up a free replacement for 673648-6427998, no need to wait for the return -- it ships today.",1000213,product_defect
1000095,@AmazonHelp I returned item 333876-4274007 two weeks ago and still no refund. This is ridiculous.,I returned item 333876-4274007 two weeks ago and still no refund. This is ridiculous.,"I've checked and your refund for 333876-4274007 was issued but may be sitting with your bank. If it's not there in 5 business days, DM us your order details and we'll escalate.","I've checked and your refund for 333876-4274007 was issued but may be sitting with your bank. If it's not there in 5 business days, DM us your order details and we'll escalate.",1000095,refund_request
1000349,"Shoutout to @AmazonHelp support for sorting out 135753-6671564 in like 10 minutes, appreciate it!","Shoutout to support for sorting out 135753-6671564 in like 10 minutes, appreciate it!",So happy to hear that about 135753-6671564! We'll pass this along to the team.,So happy to hear that about 135753-6671564! We'll pass this along to the team.,1000349,positive_feedback
1000319,@AmazonHelp does the warranty on 427172-1365919 cover water damage?,does the warranty on 427172-1365919 cover water damage?,"Great question! Standard warranty on 427172-1365919 covers manufacturing defects, not water damage, but check if you added Extended Protection at checkout.","Great question! Standard warranty on 427172-1365919 covers manufacturing defects, not water damage, but check if you added Extended Protection at checkout.",1000319,general_inquiry
1000055,"@AmazonHelp my package 258252-2392252 arrived completely smashed, box was soaking wet too.","my package 258252-2392252 arrived completely smashed, box was soaking wet too.","I'm so sorry about that! I've started a replacement for order 258252-2392252 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.","I'm so sorry about that! I've started a replacement for order 258252-2392252 at no cost, it'll ship today. Please send a photo via DM so we can also file it with the carrier.",1000055,delivery_issue
1000151,"Locked out of my account for two days now, reset emails aren't arriving. Please help.","Locked out of my account for two days now, reset emails aren't arriving. Please help.","Sorry for the trouble! Please check your spam folder for the reset email, and make sure you're using the email tied to the account. DM us if it still fails and we'll escalate to account security.","Sorry for the trouble! Please check your spam folder for the reset email, and make sure you're using the email tied to the account. DM us if it still fails and we'll escalate to account security.",1000151,account_access
1000113,"@AmazonHelp how do I return item 585659-7734153, wrong size arrived.","how do I return item 585659-7734153, wrong size arrived.","No problem! Go to Your Orders > 585659-7734153 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.","No problem! Go to Your Orders > 585659-7734153 > Return or Replace Items, pick 'Wrong item' and you'll get a free prepaid label.",1000113,return_request
1000159,"@AmazonHelp I can't log into my account, keeps saying 'incorrect password' even after reset.","I can't log into my account, keeps saying 'incorrect password' even after reset.",That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,That sounds frustrating. Can you DM us the email on file (no passwords please) so we can look into the reset delivery issue?,1000159,account_access
1000253,"Please cancel 808530-9214365, ordered by mistake.","Please cancel 808530-9214365, ordered by mistake.",Cancelled! Order 808530-9214365 hadn't shipped yet so it's been stopped and you won't be charged.,Cancelled! Order 808530-9214365 hadn't shipped yet so it's been stopped and you won't be charged.,1000253,cancellation
1000105,"@AmazonHelp how do I return item 306261-6666294, wrong size arrived.","how do I return item 306261-6666294, wrong size arrived.",Sorry about that mix-up. You can start a free return for 306261-6666294 from Your Orders -- happy to send you the direct link if it's not showing.,Sorry about that mix-up. You can start a free return for 306261-6666294 from Your Orders -- happy to send you the direct link if it's not showing.,1000105,return_request
